id,female,age,state
3219,1,64,1
3220,0,66,1
3221,0,60,1
3222,1,59,1
3223,1,67,3
3224,0,67,2
3225,1,57,1
3226,1,61,1
3227,0,58,1
3228,0,62,2
3229,1,58,1
3230,0,64,1
3231,1,64,1
3232,1,60,1
3233,0,56,2
3234,0,65,1
3235,1,69,1
3236,1,61,1
3237,0,63,1
3238,0,59,1
3239,1,55,2
3240,1,61,1
3241,0,59,1
3242,1,53,1
3243,0,61,1
3244,0,61,1
3245,0,61,1
3246,1,56,1
3247,0,59,1
3248,1,57,2
3249,0,68,1
3250,1,66,1
3251,1,58,1
3252,0,61,3
3253,1,64,1
3254,1,70,1
3255,1,59,1
3256,1,66,1
3257,0,71,1
3258,1,67,1
3259,0,69,1
3260,0,67,1
3261,1,60,1
3262,0,68,1
3263,1,71,2
3264,1,60,1
3265,0,70,2
3266,1,68,1
3267,0,70,1
3268,0,66,1
3269,1,66,1
3270,1,67,1
3271,0,68,1
3272,0,64,1
3273,1,62,2
3274,1,62,1
3275,1,63,2
3276,1,65,2
3277,1,60,1
3278,0,59,1
3279,0,59,1
3280,1,56,1
3281,1,62,1
3282,0,70,1
3283,1,60,1
3284,0,60,1
3285,0,64,1
3286,0,63,1
3287,1,64,1
3288,0,68,1
3289,1,67,1
3290,1,54,1
3291,0,60,1
3292,1,58,1
3293,1,68,1
3294,1,65,1
3295,1,64,1
3296,0,69,2
3297,1,68,1
3298,1,67,1
3299,0,66,1
3300,1,61,2
3301,1,63,1
3302,0,72,1
3303,1,64,1
3304,0,71,2
3305,0,60,1
3306,0,66,1
3307,1,56,1
3308,1,62,1
3309,1,65,1
3310,0,65,1
3311,1,59,1
3312,1,65,1
3313,0,59,1
3314,1,55,1
3315,1,64,1
3316,0,66,2
3317,1,58,1
3318,0,69,1
3319,1,58,1
3320,1,59,2
3321,0,58,1
3322,1,63,1
3323,0,58,1
3324,1,61,1
3325,0,61,1
3326,1,59,1
3327,0,60,1
3328,1,58,1
3329,0,64,1
3330,1,66,1
3331,0,64,1
3332,1,57,1
3333,1,66,1
3334,0,70,1
3335,0,65,1
3336,1,63,1
3337,0,61,1
3338,0,61,1
3339,1,59,1
3340,0,72,1
3341,0,69,2
3342,1,72,3
3343,0,64,1
3344,1,61,1
3345,1,62,1
3346,0,66,1
3347,1,65,1
3348,1,65,1
3349,0,71,1
3350,1,62,1
3351,0,65,1
3352,1,63,1
3353,1,67,1
3354,1,65,1
3355,0,69,1
3356,0,66,1
3357,1,65,1
3358,1,62,1
3359,0,77,1
3360,0,67,2
3361,1,69,1
3362,0,67,1
3363,1,64,1
3364,0,68,1
3365,1,56,1
3366,0,63,3
3367,0,60,1
3368,1,57,1
3369,1,61,1
3370,0,63,3
3371,1,67,2
3372,0,73,1
3373,1,68,1
3374,0,66,3
3375,1,67,1
3376,1,59,1
3377,1,63,1
3378,0,64,1
3379,1,60,2
3380,1,58,1
3381,0,52,1
3382,1,66,1
3383,0,66,1
3384,1,66,1
3385,0,60,1
3386,1,58,1
3387,0,59,1
3388,0,62,1
3389,1,65,1
3390,0,72,2
3391,1,59,1
3392,0,59,2
3393,0,64,1
3394,1,60,1
3395,0,63,1
3396,1,59,1
3397,0,66,1
3398,0,61,2
3399,1,61,1
3400,0,66,1
3401,0,62,1
3402,1,57,1
3403,1,59,1
3404,0,59,1
3405,1,66,1
3406,1,58,1
3407,1,63,1
3408,0,66,1
3409,1,64,1
3410,0,59,1
3411,1,57,1
3412,0,62,2
3413,0,63,1
3414,1,54,1
3415,0,62,1
3416,1,68,1
3417,0,68,1
3418,0,61,1
3419,1,58,1
3420,0,62,1
3421,0,58,1
3422,1,55,1
3423,1,66,2
3424,0,72,1
3425,1,60,1
3426,0,82,1
3427,1,66,1
3428,0,64,1
3429,1,59,1
3430,1,67,1
3431,0,69,1
3432,1,68,1
3433,1,62,1
3434,0,74,2
3435,1,59,1
3436,0,55,1
3437,1,60,1
3438,0,68,1
3439,1,66,1
3440,1,68,1
3441,1,59,1
3442,0,72,1
3443,0,64,1
3444,1,62,1
3445,0,68,1
3446,1,69,1
3447,0,62,1
3448,1,57,1
3449,0,61,1
3450,1,61,1
3451,0,59,1
3452,1,67,1
3453,0,60,1
3454,1,63,1
3455,0,74,1
3456,1,67,1
3457,0,70,1
3458,0,59,1
3459,0,62,1
3460,1,53,1
3461,1,63,1
3462,0,60,1
3463,1,59,2
3464,1,62,1
3465,1,59,1
3466,0,63,1
3467,1,55,2
3468,1,65,1
3469,0,73,1
3470,0,61,1
3471,1,60,1
3472,0,59,1
3473,1,54,1
3474,0,58,1
3475,1,54,1
3476,1,58,1
3477,0,61,1
3478,0,60,1
3479,1,53,1
3480,0,59,1
3481,1,56,1
3482,1,64,1
3483,1,66,1
3484,0,69,1
3485,0,67,1
3486,1,66,1
3487,0,65,2
3488,1,64,1
3489,1,58,1
3490,0,69,1
3491,1,64,1
3492,0,62,1
3493,1,68,1
3494,0,71,1
3495,1,66,1
3496,0,65,1
3497,1,61,1
3498,0,60,1
3499,1,60,1
3500,1,65,1
3501,0,63,1
3502,1,56,1
3503,1,64,1
3504,0,69,1
3505,0,60,1
3506,1,66,1
3507,0,64,2
3508,1,66,1
3509,0,62,1
3510,1,54,1
3511,1,63,2
3512,0,68,1
3513,1,62,1
3514,0,66,1
3515,0,66,1
3516,0,67,1
3517,1,66,1
3518,1,60,2
3519,0,66,3
3520,1,68,1
3521,0,66,1
3522,1,62,1
3523,0,62,1
3524,0,66,1
3525,1,63,1
3526,1,67,1
3527,0,67,1
3528,1,56,1
3529,1,65,1
3530,1,60,1
3531,0,75,1
3532,1,63,1
3533,1,62,1
3534,1,66,1
3535,0,71,1
3536,0,59,1
3537,1,59,1
3538,0,68,1
3539,1,63,1
3540,0,66,1
3541,0,58,1
3542,1,59,1
3543,1,64,1
3544,0,73,1
3545,0,59,1
3546,1,57,1
3547,0,64,1
3548,1,63,1
3549,0,62,1
3550,1,61,1
3551,0,59,2
3552,1,54,1
3553,1,52,1
3554,0,66,2
3555,1,63,1
3556,1,61,2
3557,0,63,1
3558,0,61,3
3559,1,56,2
3560,0,61,1
3561,1,64,1
3562,0,62,1
3563,1,61,1
3564,1,67,1
3565,0,72,1
3566,1,61,2
3567,0,57,2
3568,1,59,1
3569,0,62,1
3570,1,66,1
3571,0,70,2
3572,0,59,1
3573,0,63,1
3574,1,53,1
3575,0,66,1
3576,1,64,1
3577,1,61,1
3578,0,60,1
3579,1,58,1
3580,0,64,1
3581,1,55,1
3582,0,66,1
3583,1,63,2
3584,0,66,2
3585,1,57,1
3586,1,65,2
3587,1,62,1
3588,1,61,2
3589,1,61,2
3590,1,63,1
3591,1,64,2
3592,0,70,2
3593,0,61,2
3594,1,58,1
3595,1,67,2
3596,0,71,1
3597,0,63,1
3598,1,61,1
3599,0,60,1
3600,1,54,1
3601,0,63,1
3602,1,55,1
3603,0,61,1
3604,1,58,1
3605,0,64,1
3606,1,61,3
3607,0,62,1
3608,1,59,1
3609,0,67,1
3610,1,64,1
3611,0,59,1
3612,1,60,1
3613,0,59,2
3614,1,59,1
3615,1,63,1
3616,0,62,1
3617,1,65,1
3618,1,68,1
3619,0,68,1
3620,0,59,1
3621,1,57,1
3622,1,60,1
3623,0,66,1
3624,1,68,1
3625,1,59,3
3626,0,66,1
3627,1,66,1
3628,1,64,1
3629,1,63,1
3630,0,69,1
3631,0,59,1
3632,1,56,1
3633,1,72,1
3634,0,65,2
3635,1,64,2
3636,1,60,1
3637,0,62,1
3638,1,63,1
3639,0,65,1
3640,1,65,1
3641,1,60,1
3642,0,62,1
3643,0,65,1
3644,1,64,1
3645,1,64,1
3646,1,66,1
3647,0,74,1
3648,1,63,1
3649,0,64,1
3650,0,57,1
3651,0,68,1
3652,1,69,1
3653,1,64,1
3654,0,64,1
3655,0,60,1
3656,1,61,1
3657,0,68,1
3658,1,66,1
3659,0,63,1
3660,1,58,1
3661,0,65,1
3662,1,54,1
3663,1,66,1
3664,0,71,1
3665,1,69,1
3666,0,70,1
3667,1,60,1
3668,1,69,1
3669,1,67,1
3670,0,75,1
3671,0,64,1
3672,1,58,1
3673,1,63,1
3674,1,68,2
3675,1,59,1
3676,0,70,1
3677,1,67,1
3678,0,63,1
3679,1,63,1
3680,0,66,1
3681,1,67,1
3682,0,66,1
3683,1,65,1
3684,0,67,1
3685,0,60,1
3686,1,63,1
3687,1,52,1
3688,0,60,1
3689,1,58,1
3690,1,66,1
3691,0,71,1
3692,1,64,1
3693,0,73,1
3694,1,61,1
3695,1,59,1
3696,0,53,1
3697,0,62,1
3698,1,57,1
3699,0,60,1
3700,1,58,1
3701,1,53,1
3702,0,65,1
3703,1,56,1
3704,0,67,1
3705,0,61,2
3706,1,68,1
3707,0,70,1
3708,1,67,1
3709,0,73,1
3710,0,68,1
3711,1,64,1
3712,0,62,1
3713,1,55,1
3714,1,64,1
3715,0,61,1
3716,1,57,1
3717,0,56,1
3718,0,65,1
3719,1,61,1
3720,1,65,1
3721,0,65,1
3722,1,60,1
3723,0,59,1
3724,1,52,2
3725,0,69,1
3726,1,65,1
3727,0,62,1
3728,1,54,1
3729,0,61,1
3730,1,58,1
3731,1,68,1
3732,1,65,1
3733,0,66,1
3734,0,67,1
3735,1,64,1
3736,0,62,1
3737,1,59,1
3738,0,61,1
3739,1,52,1
3740,1,59,1
3741,0,61,2
3742,1,64,1
3743,1,59,1
3744,1,68,2
3745,0,66,3
3746,0,60,1
3747,1,51,1
3748,1,60,1
3749,0,60,2
3750,1,60,1
3751,0,57,1
3752,1,58,1
3753,0,60,1
3754,1,57,1
3755,0,60,1
3756,1,65,1
3757,1,63,1
3758,0,64,1
3759,1,52,1
3760,1,64,1
3761,0,65,1
3762,1,63,1
3763,0,59,1
3764,1,58,1
3765,1,69,1
3766,0,76,1
3767,1,68,1
3768,0,73,1
3769,0,61,1
3770,1,60,1
3771,1,58,1
3772,1,61,1
3773,0,71,1
3774,0,63,2
3775,1,52,1
3776,0,68,1
3777,1,67,1
3778,0,62,1
3779,1,60,1
3780,0,60,1
3781,1,61,1
3782,0,66,1
3783,1,63,1
3784,0,65,1
3785,1,66,1
3786,0,67,1
3787,1,65,1
3788,1,67,2
3789,0,67,2
3790,1,63,1
3791,1,62,1
3792,0,61,1
3793,1,63,1
3794,0,70,1
3795,0,62,2
3796,1,63,1
3797,0,68,1
3798,1,63,2
3799,1,59,1
3800,0,61,1
3801,0,64,1
3802,1,60,1
3803,1,67,1
3804,0,66,1
3805,0,66,1
3806,1,56,1
3807,0,61,1
3808,0,59,1
3809,1,59,2
3810,1,59,1
3811,1,61,1
3812,0,61,2
3813,1,66,1
3814,0,59,1
3815,1,57,1
3816,1,68,1
3817,1,68,1
3818,1,60,1
3819,0,65,2
3820,0,58,1
3821,1,66,1
3822,0,70,1
3823,0,63,1
3824,1,64,1
3825,0,63,1
3826,1,62,1
3827,1,65,1
3828,0,69,1
3829,0,65,1
3830,1,60,1
3831,0,60,1
3832,1,65,1
3833,0,61,1
3834,1,61,1
3835,1,68,1
3836,0,71,2
3837,0,62,1
3838,1,61,1
3839,1,64,1
3840,1,63,1
3841,0,63,1
3842,0,64,1
3843,1,60,1
3844,0,64,1
3845,1,56,1
3846,0,58,1
3847,1,56,1
3848,1,58,1
3849,0,60,3
3850,1,54,1
3851,0,61,1
3852,1,59,1
3853,1,64,1
3854,0,65,1
3855,0,64,1
3856,1,60,1
3857,1,59,1
3858,0,63,1
3859,0,61,1
3860,1,64,1
3861,0,59,1
3862,1,61,1
3863,0,60,1
3864,1,56,1
3865,1,58,1
3866,0,61,1
3867,1,56,1
3868,1,58,1
3869,0,71,1
3870,1,60,1
3871,0,59,1
3872,0,66,1
3873,1,64,1
3874,0,59,1
3875,1,61,1
3876,0,69,1
3877,1,58,1
3878,0,58,1
3879,1,64,1
3880,0,65,1
3881,0,65,1
3882,1,53,1
3883,1,60,1
3884,1,65,1
3885,0,67,3
3886,1,67,1
3887,0,71,1
3888,1,65,1
3889,1,64,1
3890,0,66,1
3891,1,56,1
3892,0,68,1
3893,1,62,1
3894,0,64,1
3895,1,61,1
3896,0,60,1
3897,0,62,1
3898,1,56,1
3899,0,58,1
3900,1,56,1
3901,1,64,1
3902,0,71,1
3903,0,68,1
3904,1,56,1
3905,0,63,1
3906,1,58,1
3907,1,68,1
3908,0,70,1
3909,1,62,1
3910,1,67,1
3911,0,70,1
3912,1,65,1
3913,0,67,1
3914,0,67,1
3915,1,62,1
3916,1,67,1
3917,0,67,1
3918,1,52,1
3919,1,60,1
3920,0,63,1
3921,1,64,2
3922,0,69,1
3923,1,66,1
3924,0,60,1
3925,1,56,1
3926,1,66,1
3927,0,62,1
3928,1,71,1
3929,1,56,1
3930,0,61,2
3931,1,65,1
3932,0,58,1
3933,1,56,1
3934,0,68,1
3935,1,66,1
3936,0,70,1
3937,1,68,1
3938,0,67,1
3939,1,62,1
3940,1,64,1
3941,0,65,1
3942,1,62,1
3943,0,63,2
3944,0,59,1
3945,1,54,1
3946,0,69,2
3947,1,68,1
3948,1,63,1
3949,0,58,1
3950,1,60,3
3951,1,65,1
3952,0,65,1
3953,1,69,1
3954,0,71,1
3955,0,66,1
3956,1,69,1
3957,0,73,1
3958,0,63,1
3959,1,61,1
3960,0,64,1
3961,1,63,1
3962,0,59,1
3963,1,70,1
3964,0,59,1
3965,1,56,1
3966,0,64,1
3967,1,63,1
3968,0,64,1
3969,1,65,1
3970,1,55,1
3971,0,68,1
3972,1,65,1
3973,1,64,1
3974,0,66,2
3975,1,62,1
3976,1,59,1
3977,0,73,1
3978,1,65,1
3979,0,66,1
3980,1,66,1
3981,1,68,1
3982,0,71,1
3983,1,68,1
3984,0,70,1
3985,0,62,1
3986,1,62,1
3987,0,64,1
3988,1,61,1
3989,1,59,1
3990,1,58,1
3991,0,60,1
3992,1,55,1
3993,0,66,2
3994,1,61,1
3995,0,59,1
3996,1,54,1
3997,1,66,1
3998,0,74,1
3999,0,58,1
4000,1,53,1
4001,1,59,1
4002,1,60,1
4003,1,67,1
4004,0,70,1
4005,0,61,1
4006,1,56,1
4007,0,62,1
4008,1,62,1
4009,0,67,1
4010,1,64,1
4011,0,61,1
4012,1,57,1
4013,0,60,2
4014,1,68,1
4015,1,66,3
4016,1,64,1
4017,1,63,1
4018,0,68,1
4019,1,69,1
4020,1,65,1
4021,0,71,2
4022,0,63,1
4023,1,58,1
4024,0,60,1
4025,1,56,1
4026,0,58,1
4027,0,59,1
4028,1,55,2
4029,0,61,1
4030,1,59,2
4031,1,69,1
4032,0,61,1
4033,1,59,1
4034,0,59,1
4035,1,58,1
4036,0,64,2
4037,0,67,1
4038,1,66,1
4039,0,67,2
4040,1,70,3
4041,0,67,1
4042,1,57,1
4043,0,66,1
4044,1,68,1
4045,0,68,1
4046,1,68,1
4047,0,60,1
4048,1,60,2
4049,1,63,1
4050,1,64,1
4051,0,66,1
4052,0,58,3
4053,0,67,1
4054,0,66,1
4055,0,64,3
4056,0,62,2
4057,0,68,1
4058,1,67,3
4059,1,58,1
4060,1,62,1
4061,0,72,1
4062,1,61,1
4063,0,68,3
4064,1,53,1
4065,0,59,3
4066,1,64,1
4067,1,66,1
4068,0,70,3
4069,1,67,1
4070,0,69,2
4071,1,63,1
4072,0,59,1
4073,0,69,1
4074,1,68,1
4075,1,63,1
4076,0,67,1
4077,1,62,1
4078,0,54,1
4079,1,59,1
4080,0,57,1
4081,0,58,1
4082,1,53,1
4083,0,65,1
4084,1,73,1
4085,1,62,1
4086,0,76,2
4087,1,66,1
4088,0,69,2
4089,1,65,2
4090,0,69,3
4091,1,60,1
4092,0,64,1
4093,1,63,2
4094,0,64,1
4095,1,65,1
4096,1,64,3
4097,1,65,2
4098,0,63,2
4099,0,64,1
4100,1,60,1
4101,0,60,1
4102,1,58,2
4103,0,68,1
4104,1,65,1
4105,0,60,1
4106,1,56,1
4107,1,56,2
4108,0,61,1
4109,1,54,1
4110,0,60,1
4111,1,55,1
4112,1,66,1
4113,1,63,2
4114,0,70,2
4115,0,61,1
4116,1,57,1
4117,1,67,1
4118,1,68,2
4119,0,69,3
4120,0,66,1
4121,1,60,2
4122,0,64,1
4123,1,55,1
4124,0,61,2
4125,1,63,1
4126,0,65,1
4127,0,67,1
4128,1,69,1
4129,0,66,1
4130,1,61,1
4131,1,60,1
4132,0,67,1
4133,1,56,1
4134,0,68,1
4135,0,66,1
4136,1,65,1
4137,0,75,2
4138,1,63,1
4139,1,64,2
4140,1,64,1
4141,0,63,2
4142,1,54,2
4143,1,63,2
4144,0,66,1
4145,1,54,1
4146,1,67,1
4147,0,70,1
4148,0,62,1
4149,1,54,1
4150,0,63,1
4151,1,55,1
4152,1,67,2
4153,0,70,2
4154,1,68,1
4155,0,78,3
4156,0,59,1
4157,1,57,1
4158,0,66,1
4159,1,65,1
4160,1,65,1
4161,0,64,1
4162,1,65,1
4163,0,76,1
4164,1,69,2
4165,1,67,1
4166,0,64,1
4167,1,60,1
4168,1,68,1
4169,0,72,1
4170,0,64,1
4171,1,58,1
4172,0,60,1
4173,1,68,1
4174,0,72,1
4175,1,54,2
4176,1,68,1
4177,0,67,3
4178,0,69,1
4179,1,65,1
4180,1,59,1
4181,0,68,1
4182,1,60,3
4183,0,64,1
4184,0,58,1
4185,1,54,1
4186,1,62,1
4187,0,64,1
4188,0,65,1
4189,1,62,1
4190,0,64,1
4191,1,58,1
4192,0,66,1
4193,1,64,1
4194,1,59,1
4195,0,65,2
4196,0,60,1
4197,1,57,1
4198,1,67,1
4199,0,72,1
4200,1,66,1
4201,1,69,2
4202,0,77,1
4203,1,58,1
4204,1,68,1
4205,0,64,1
4206,1,54,1
4207,0,61,2
4208,1,57,1
4209,1,64,1
4210,0,75,1
4211,1,67,1
4212,0,73,1
4213,1,67,2
4214,0,59,1
4215,1,60,1
4216,0,67,1
4217,1,63,1
4218,0,60,1
4219,0,60,1
4220,1,57,1
4221,1,64,1
4222,0,61,1
4223,1,63,1
4224,0,67,1
4225,0,64,2
4226,1,65,2
4227,1,64,1
4228,0,66,1
4229,1,63,1
4230,0,72,1
4231,0,60,1
4232,1,59,1
4233,1,65,1
4234,0,59,1
4235,1,58,1
4236,0,63,1
4237,1,64,1
4238,0,66,1
4239,1,54,1
4240,1,56,1
4241,0,60,1
4242,1,58,1
4243,1,65,1
4244,0,72,1
4245,0,60,1
4246,1,59,1
4247,1,65,1
4248,1,66,1
4249,1,58,1
4250,0,65,1
4251,1,64,2
4252,0,65,1
4253,1,63,2
4254,1,63,1
4255,0,57,2
4256,1,58,1
4257,0,63,1
4258,0,65,1
4259,1,62,1
4260,1,60,1
4261,1,60,1
4262,1,61,1
4263,0,64,1
4264,1,58,1
4265,1,63,1
4266,0,67,1
4267,1,59,1
4268,1,69,1
4269,1,63,1
4270,0,73,1
4271,0,67,1
4272,1,70,1
4273,1,67,1
4274,1,68,1
4275,1,63,1
4276,0,73,2
4277,0,61,1
4278,1,59,1
4279,1,59,1
4280,1,65,1
4281,1,63,1
4282,0,62,1
4283,1,63,1
4284,0,65,2
4285,1,67,1
4286,0,63,1
4287,1,59,1
4288,1,68,1
4289,0,71,1
4290,0,60,1
4291,0,70,1
4292,1,71,1
4293,1,68,1
4294,1,60,1
4295,0,59,1
4296,1,60,1
4297,1,65,1
4298,0,61,1
4299,1,58,1
4300,1,67,1
4301,0,61,1
4302,1,60,1
4303,0,64,1
4304,0,69,1
4305,1,67,2
4306,0,73,1
4307,1,63,1
4308,0,58,1
4309,0,62,1
4310,0,59,1
4311,1,56,2
4312,1,59,1
4313,0,58,1
4314,1,64,1
4315,0,66,3
4316,1,68,2
4317,0,71,2
4318,1,61,1
4319,0,67,3
4320,0,64,1
4321,1,62,1
4322,1,64,1
4323,0,63,2
4324,1,60,1
4325,0,59,1
4326,1,60,1
4327,0,62,1
4328,1,65,2
4329,0,69,3
4330,0,62,1
4331,1,61,1
4332,0,68,1
4333,1,64,1
4334,0,63,2
4335,1,58,1
4336,1,65,1
4337,1,62,2
4338,0,58,1
4339,1,54,1
4340,1,61,1
4341,0,67,1
4342,1,67,2
4343,0,81,3
4344,0,65,1
4345,1,63,2
4346,1,63,1
4347,0,59,1
4348,1,53,1
4349,1,61,1
4350,0,66,1
4351,1,60,2
4352,0,57,3
4353,0,67,2
4354,1,64,2
4355,0,64,1
4356,1,62,1
4357,1,64,1
4358,1,59,2
4359,0,67,1
4360,1,67,1
4361,0,83,3
4362,0,66,1
4363,1,67,1
4364,1,68,2
4365,0,71,2
4366,1,65,1
4367,0,73,1
4368,0,62,1
4369,1,61,1
4370,0,59,1
4371,1,57,1
4372,0,64,1
4373,1,58,1
4374,0,62,1
4375,1,58,1
4376,0,65,1
4377,1,61,1
4378,1,69,1
4379,0,69,1
4380,1,62,1
4381,0,65,1
4382,0,67,1
4383,1,68,2
4384,1,63,1
4385,0,73,1
4386,1,59,1
4387,0,63,1
4388,0,65,1
4389,0,65,1
4390,1,61,1
4391,1,61,1
4392,1,59,1
4393,0,61,1
4394,1,65,1
4395,1,65,1
4396,1,62,1
4397,0,64,1
4398,0,59,1
4399,1,55,1
4400,1,62,1
4401,0,62,1
4402,0,68,1
4403,1,64,1
4404,0,59,2
4405,1,54,1
4406,1,59,1
4407,0,65,1
4408,1,68,1
4409,0,71,1
4410,0,67,1
4411,1,61,1
4412,0,64,2
4413,1,60,1
4414,1,63,1
4415,1,59,1
4416,0,56,1
4417,1,63,1
4418,0,69,3
4419,1,63,1
4420,0,61,1
4421,1,66,2
4422,0,76,1
4423,0,61,1
4424,1,66,1
4425,1,68,3
4426,0,63,3
4427,1,59,1
4428,0,72,1
4429,0,64,1
4430,1,65,1
4431,0,63,1
4432,0,59,1
4433,1,61,3
4434,0,67,1
4435,1,62,1
4436,0,67,2
4437,0,65,1
4438,1,60,1
4439,1,59,1
4440,1,53,1
4441,0,66,1
4442,1,73,1
4443,1,58,1
4444,0,53,2
4445,1,53,1
4446,1,62,1
4447,0,69,2
4448,0,61,3
4449,0,67,1
4450,1,75,2
4451,1,66,1
4452,0,69,1
4453,1,69,1
4454,0,67,2
4455,0,59,1
4456,0,58,1
4457,0,65,3
4458,1,63,1
4459,0,62,2
4460,1,60,1
4461,0,64,1
4462,1,56,1
4463,0,65,1
4464,1,68,1
4465,0,69,1
4466,1,69,1
4467,1,69,1
4468,0,73,1
4469,1,59,2
4470,0,57,1
4471,0,64,1
4472,1,65,1
4473,0,66,2
4474,1,64,1
4475,0,59,2
4476,1,60,1
4477,1,65,1
4478,0,82,1
4479,0,65,1
4480,1,59,1
4481,0,63,1
4482,1,60,3
4483,1,59,2
4484,0,61,2
4485,1,57,1
4486,1,59,2
4487,0,62,2
4488,1,68,2
4489,0,60,1
4490,1,60,1
4491,1,62,1
4492,0,75,2
4493,0,61,1
4494,1,61,1
4495,0,64,1
4496,1,60,1
4497,1,59,1
4498,0,65,1
4499,1,63,1
4500,0,60,2
4501,1,55,1
4502,1,67,1
4503,0,67,1
4504,1,70,1
4505,0,60,3
4506,1,58,1
4507,1,63,1
4508,0,60,2
4509,1,54,1
4510,0,58,1
4511,1,56,1
4512,1,62,1
4513,1,63,1
4514,0,65,2
4515,0,62,1
4516,1,65,1
4517,0,65,1
4518,1,64,1
4519,1,61,1
4520,0,54,1
4521,0,66,2
4522,1,63,1
4523,1,59,1
4524,0,59,1
4525,1,59,1
4526,0,59,1
4527,0,68,1
4528,1,65,1
4529,0,69,1
4530,1,67,1
4531,0,66,1
4532,1,64,2
4533,1,61,1
4534,0,67,1
4535,1,64,1
4536,0,58,1
4537,1,64,1
4538,1,59,1
4539,1,68,2
4540,0,76,1
4541,0,61,1
4542,1,60,1
4543,1,60,1
4544,0,62,1
4545,0,64,1
4546,1,62,1
4547,1,74,2
4548,1,64,2
4549,0,58,1
4550,1,65,1
4551,1,62,1
4552,0,62,1
4553,0,61,1
4554,1,59,1
4555,0,63,1
4556,1,74,1
4557,1,58,1
4558,0,57,2
4559,1,61,1
4560,0,67,1
4561,1,60,1
4562,0,61,1
4563,1,68,1
4564,0,71,1
4565,0,61,1
4566,1,59,1
4567,0,67,1
4568,1,65,1
4569,1,60,1
4570,0,64,1
4571,0,69,3
4572,1,66,1
4573,0,59,1
4574,1,65,1
4575,0,65,1
4576,1,58,1
4577,0,65,1
4578,1,61,1
4579,0,69,1
4580,1,66,1
4581,1,64,1
4582,0,65,2
4583,1,66,2
4584,0,67,3
4585,1,61,1
4586,0,75,2
4587,1,66,1
4588,1,60,1
4589,0,66,2
4590,1,56,2
4591,0,60,3
4592,1,57,2
4593,0,65,1
4594,1,57,1
4595,1,68,1
4596,0,70,1
4597,0,68,1
4598,1,68,1
4599,1,68,2
4600,0,69,2
4601,1,68,1
4602,1,63,2
4603,1,64,1
4604,0,69,1
4605,1,63,1
4606,0,60,1
4607,0,58,1
4608,1,57,1
4609,0,67,3
4610,1,72,1
4611,1,66,1
4612,0,60,1
4613,0,65,1
4614,1,62,1
4615,0,67,2
4616,0,64,1
4617,1,68,2
4618,0,60,1
4619,1,59,1
4620,1,63,1
4621,1,68,1
4622,1,63,1
4623,1,68,2
4624,1,63,1
4625,0,70,2
4626,1,64,1
4627,0,65,2
4628,1,52,1
4629,1,64,1
4630,0,71,1
4631,1,62,1
4632,0,65,1
4633,1,64,2
4634,0,64,1
4635,1,62,1
4636,1,61,1
4637,0,62,1
4638,0,65,1
4639,1,55,1
4640,1,64,1
4641,0,65,1
4642,1,66,2
4643,0,62,1
4644,1,68,1
4645,0,68,1
4646,1,66,1
4647,0,79,2
4648,1,68,1
4649,0,64,1
4650,1,58,1
4651,1,61,1
4652,1,61,1
4653,0,58,1
4654,0,65,1
4655,1,65,1
4656,1,66,1
4657,1,62,1
4658,0,65,1
4659,1,65,1
4660,0,68,1
4661,1,66,3
4662,1,67,1
4663,0,58,1
4664,1,52,1
4665,0,64,1
4666,1,60,1
4667,1,66,1
4668,0,72,1
4669,0,64,1
4670,1,69,1
4671,0,60,2
4672,0,60,1
4673,1,57,1
4674,1,64,1
4675,0,60,2
4676,1,54,1
4677,1,64,2
4678,0,68,1
4679,1,69,1
4680,1,60,1
4681,1,59,1
4682,0,63,1
4683,1,60,1
4684,0,64,1
4685,1,68,1
4686,1,64,1
4687,0,58,1
4688,1,57,1
4689,1,62,2
4690,0,66,1
4691,1,62,1
4692,0,64,1
4693,0,61,2
4694,1,71,2
4695,1,59,1
4696,0,63,1
4697,0,60,2
4698,1,53,1
4699,0,59,2
4700,1,52,1
4701,1,62,1
4702,1,62,1
4703,1,57,1
4704,0,59,1
4705,1,58,1
4706,1,65,1
4707,0,63,1
4708,1,65,1
4709,0,67,1
4710,1,63,1
4711,0,57,1
4712,1,65,1
4713,0,64,1
4714,1,63,1
4715,1,67,1
4716,1,67,1
4717,0,77,1
4718,0,63,1
4719,1,62,1
4720,0,60,1
4721,1,65,1
4722,1,60,1
4723,0,59,1
4724,1,56,1
4725,1,62,1
4726,0,67,1
4727,0,62,1
4728,1,54,1
4729,1,61,1
4730,0,67,1
4731,0,59,1
4732,1,54,1
4733,0,58,1
4734,1,56,1
4735,0,61,1
4736,1,62,1
4737,1,67,1
4738,1,64,1
4739,0,65,1
4740,0,67,1
4741,1,64,1
4742,0,65,2
4743,1,61,1
4744,1,63,1
4745,0,64,1
4746,1,55,1
4747,0,64,1
4748,1,55,1
4749,0,68,1
4750,1,63,1
4751,0,59,1
4752,1,68,1
4753,0,65,1
4754,1,61,1
4755,0,59,1
4756,1,59,1
4757,1,67,1
4758,0,74,1
4759,0,66,1
4760,1,65,1
4761,0,68,1
4762,1,55,1
4763,1,64,2
4764,0,59,1
4765,1,56,1
4766,0,66,1
4767,1,63,1
4768,0,59,1
4769,1,59,1
4770,0,69,1
4771,1,68,1
4772,0,76,1
